Country,Indicator,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Montenegro,Volume of imports of goods and services,Percent change,,,,-16.045,29.795,7.267,47.418,34.158,15.499,-29.772,-2.948,2.992,1.768,-3.792,1.074,9.261,13.018,8.294,9.691,2.423,-19.535,10.579,25.194,10.412
Montenegro,Volume of Imports of goods,Percent change,,,,-11.621,34.665,4.653,46.298,38.769,8.631,-31.721,-4.302,5.642,-1.358,-1.293,1.425,6.583,12.453,8.458,8.216,0.977,-17.563,7.37,21.208,1.104
Montenegro,Volume of exports of goods and services,Percent change,,,,-20.614,40.715,8.672,19.932,31.15,1.22,-17.533,7.56,6.634,-0.922,0.066,-1.174,9.273,4.387,7.3,11.315,7.678,-48.302,82.221,31.581,12.609
Montenegro,Volume of exports of goods,Percent change,,,,-11.349,65.794,-4.949,27.146,7.201,-9.07,-28.101,2.124,21.488,-15.079,4.945,-10.178,-8.936,6.694,3.671,11.916,7.338,-11.411,17.327,29.711,-0.372
Montenegro,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Population,Persons,0.605,0.607,0.61,0.612,0.613,0.614,0.615,0.616,0.617,0.618,0.619,0.62,0.621,0.621,0.622,0.622,0.622,0.622,0.622,0.622,0.621,0.622,0.622,0.622
Montenegro,General government revenue,National currency,,,0.484,0.582,0.624,0.667,1.017,1.406,1.515,1.336,1.306,1.258,1.268,1.39,1.505,1.477,1.635,1.732,1.911,2.09,1.817,2.137,2.261,2.725
Montenegro,General government revenue,Percent of GDP,,,36.011,39.178,37.447,36.756,46.854,52.289,48.803,44.627,41.777,38.545,39.864,41.336,43.511,40.42,41.338,40.281,40.973,42.206,43.416,43.121,39.011,42.02
Montenegro,General government total expenditure,National currency,,,0.503,0.643,0.665,0.693,0.923,1.179,1.586,1.537,1.458,1.478,1.454,1.541,1.529,1.695,1.879,2.025,2.2,2.177,2.275,2.221,2.503,2.835
Montenegro,General government total expenditure,Percent of GDP,,,37.451,43.228,39.897,38.17,42.523,43.858,51.098,51.339,46.647,45.279,45.707,45.827,44.209,46.38,47.516,47.093,47.186,43.974,54.35,44.829,43.182,43.717
Montenegro,General government net lending/borrowing,National currency,,,-0.019,-0.06,-0.041,-0.026,0.094,0.227,-0.071,-0.201,-0.152,-0.22,-0.186,-0.151,-0.024,-0.218,-0.244,-0.293,-0.29,-0.088,-0.458,-0.085,-0.242,-0.11
Montenegro,General government net lending/borrowing,Percent of GDP,,,-1.439,-4.05,-2.45,-1.414,4.331,8.431,-2.296,-6.712,-4.869,-6.734,-5.843,-4.491,-0.698,-5.961,-6.178,-6.812,-6.213,-1.768,-10.934,-1.708,-4.172,-1.697
Montenegro,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,General government primary net lending/borrowing,National currency,,,-0.006,-0.046,-0.015,-0.005,0.118,0.255,-0.047,-0.175,-0.121,-0.172,-0.126,-0.08,0.054,-0.132,-0.159,-0.19,-0.189,0.022,-0.344,0.032,-0.148,0.005
Montenegro,General government primary net lending/borrowing,Percent of GDP,,,-0.463,-3.062,-0.901,-0.276,5.431,9.47,-1.529,-5.86,-3.864,-5.276,-3.966,-2.371,1.568,-3.601,-4.018,-4.427,-4.049,0.442,-8.219,0.645,-2.548,0.084
Montenegro,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,General government gross debt,National currency,,,1.03,0.608,0.757,0.7,0.796,0.854,1.061,1.308,1.407,1.586,1.809,1.972,2.191,2.513,2.625,2.846,3.352,3.901,4.493,4.243,4.18,4.265
Montenegro,General government gross debt,Percent of GDP,,,76.708,40.897,45.372,38.568,36.692,31.758,34.185,43.689,45.007,48.572,56.87,58.654,63.36,68.76,66.39,66.207,71.885,78.793,107.348,85.627,72.101,65.764
Montenegro,"Gross domestic product corresponding to fiscal year, current prices",National currency,1.045,1.284,1.343,1.487,1.667,1.816,2.17,2.689,3.103,2.994,3.125,3.265,3.181,3.362,3.458,3.655,3.954,4.299,4.663,4.951,4.186,4.955,5.797,6.486
Montenegro,Current account balance,U.S. dollars,,-0.157,-0.146,-0.115,-0.149,-0.376,-0.862,-1.477,-2.258,-1.157,-0.842,-0.671,-0.625,-0.509,-0.57,-0.446,-0.71,-0.781,-0.937,-0.792,-1.244,-0.54,-0.807,-0.758
Montenegro,Current account balance,Percent of GDP,,-13.628,-11.505,-6.865,-7.176,-16.626,-31.654,-40.07,-49.471,-27.732,-20.31,-14.777,-15.28,-11.391,-12.41,-10.991,-16.235,-16.085,-17.001,-14.285,-26.052,-9.201,-13.213,-10.743
Morocco,"Gross domestic product, constant prices",National currency,532.086,572.269,591.246,628.594,658.779,678.4,731.044,750.824,795.297,829.047,860.681,905.831,933.096,975.416,1001.45,1044.96,1050.41,1103.54,1137.37,1170.25,1086.25,1173.37,1188.14,1216.48
Morocco,"Gross domestic product, constant prices",Percent change,1.593,7.552,3.316,6.317,4.802,2.978,7.76,2.706,5.923,4.244,3.816,5.246,3.01,4.535,2.669,4.345,0.521,5.058,3.066,2.891,-7.178,8.021,1.259,2.385
Morocco,"Gross domestic product, current prices",National currency,446.843,482.68,503.762,539.464,572.235,598.108,653.372,700.768,775.902,810.018,849.13,887.498,917.588,971.744,1001.45,1078.12,1094.25,1148.9,1195.24,1239.84,1152.48,1274.73,1330.16,1444.84
Morocco,"Gross domestic product, current prices",U.S. dollars,42.053,42.704,45.711,56.345,64.528,67.468,74.284,85.539,100.112,100.535,100.881,109.705,106.345,115.608,119.131,110.414,111.573,118.541,127.341,128.92,121.354,141.818,130.913,147.343
Morocco,"Gross domestic product, current prices",Purchasing power parity; international dollars,112.836,124.092,130.205,141.162,151.912,161.342,179.227,189.051,204.089,214.113,224.955,241.675,244.714,256.127,248.262,269.769,273.971,285.55,301.38,315.655,296.82,335.03,363.011,385.337
Morocco,"Gross domestic product, deflator",Index,83.979,84.345,85.203,85.821,86.863,88.165,89.375,93.333,97.561,97.705,98.658,97.976,98.338,99.624,100.0,103.173,104.174,104.11,105.088,105.946,106.097,108.638,111.953,118.773
Morocco,"Gross domestic product per capita, constant prices",National currency,18812.93,19963.34,20352.0,21353.15,22087.41,22452.42,23885.64,24221.69,25335.19,26082.14,26744.17,27804.14,28294.5,29223.32,29655.14,30621.63,30458.12,31663.55,32293.24,32884.17,30213.79,32312.78,32401.81,32858.27
Morocco,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,4868.01,5165.69,5266.26,5525.32,5715.32,5809.77,6180.63,6267.58,6555.71,6748.99,6920.3,7194.57,7321.46,7561.8,7673.53,7923.62,7881.31,8193.23,8356.17,8509.08,7818.09,8361.22,8384.26,8502.37
Morocco,"Gross domestic product per capita, current prices",National currency,15799.0,16838.07,17340.61,18325.43,19185.78,19795.07,21347.84,22606.88,24717.34,25483.48,26385.25,27241.41,27824.25,29113.31,29655.14,31593.23,31729.32,32964.97,33936.32,34839.58,32055.99,35103.88,36274.73,39026.61
Morocco,"Gross domestic product per capita, current prices",U.S. dollars,1486.88,1489.7,1573.48,1914.01,2163.48,2232.94,2427.11,2759.52,3189.2,3162.86,3134.7,3367.35,3224.71,3463.6,3527.71,3235.57,3235.22,3401.26,3615.59,3622.68,3375.44,3905.43,3570.12,3979.87
Morocco,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,3989.54,4328.88,4481.94,4795.23,5093.27,5339.8,5855.95,6098.81,6501.51,6736.09,6990.09,7418.13,7420.53,7673.53,7351.55,7905.33,7944.17,8193.23,8557.07,8869.94,8256.0,9226.17,9899.67,10408.31
Morocco,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.223,0.234,0.235,0.241,0.239,0.235,0.241,0.235,0.242,0.253,0.249,0.252,0.243,0.242,0.226,0.241,0.236,0.233,0.232,0.232,0.222,0.226,0.222,0.22
Morocco,Implied PPP conversion rate,National currency per current international dollar,3.96,3.89,3.869,3.822,3.767,3.707,3.645,3.707,3.802,3.783,3.775,3.672,3.75,3.794,4.034,3.996,3.994,4.023,3.966,3.928,3.883,3.805,3.664,3.75
Morocco,Total investment,Percent of GDP,21.846,23.115,22.723,24.538,26.256,25.363,25.957,31.352,37.226,33.057,32.191,34.074,32.651,32.919,30.511,29.994,31.747,31.456,31.941,30.421,28.62,30.368,30.115,29.692
Morocco,Gross national savings,Percent of GDP,18.435,24.98,23.625,25.003,25.731,25.955,25.618,31.029,32.283,27.971,27.886,26.537,23.71,25.601,24.812,27.918,27.969,28.254,26.993,26.985,27.474,27.996,26.616,26.627
Morocco,"Inflation, average consumer prices",Index,77.8,78.3,80.5,81.4,82.6,83.5,86.2,87.9,91.2,92.115,92.979,93.697,94.487,96.013,96.393,97.772,99.267,100.0,101.6,101.8,102.5,103.9,110.8,117.782
Morocco,"Inflation, average consumer prices",Percent change,1.832,0.643,2.81,1.118,1.474,1.09,3.234,1.972,3.754,1.003,0.938,0.772,0.843,1.615,0.395,1.431,1.529,0.739,1.6,0.197,0.688,1.366,6.641,6.302
Morocco,"Inflation, end of period consumer prices",Index,77.399,78.719,79.844,81.261,81.701,83.413,86.151,87.862,91.578,90.1,92.1,92.9,95.3,95.7,97.3,97.9,99.6,101.2,101.4,102.5,102.2,105.5,114.3,118.872
Morocco,"Inflation, end of period consumer prices",Percent change,1.67,1.706,1.429,1.776,0.542,2.095,3.283,1.986,4.229,-1.614,2.22,0.869,2.583,0.42,1.672,0.617,1.736,1.606,0.198,1.085,-0.293,3.229,8.341,4.0
Morocco,Volume of imports of goods and services,Percent change,6.771,11.01,2.785,5.394,8.521,13.151,7.494,28.685,12.512,0.83,0.051,8.823,0.614,-7.349,3.219,-1.12,15.822,6.207,4.332,0.954,-11.372,11.358,-0.044,-5.49
Morocco,Volume of Imports of goods,Percent change,7.983,10.47,1.731,6.868,8.336,13.886,6.284,34.424,12.612,-1.586,-2.615,9.216,2.288,-6.821,2.42,-3.263,17.587,5.456,4.344,3.717,-7.776,11.754,-4.405,-5.915
Morocco,Volume of exports of goods and services,Percent change,5.882,15.466,6.052,-4.564,11.615,11.892,-0.308,47.902,-3.188,-6.548,16.968,2.915,7.932,5.693,-0.162,6.296,8.25,10.597,2.058,4.211,-16.857,6.882,29.865,-8.712
Morocco,Volume of exports of goods,Percent change,7.571,4.923,8.389,-10.319,12.22,8.253,-8.184,71.425,-3.284,-6.411,24.602,2.354,13.308,10.486,-6.803,6.347,10.655,10.487,3.306,3.352,1.505,11.772,9.371,-9.965
Morocco,Unemployment rate,Percent of total labor force,13.4,12.3,11.3,11.5,10.8,11.1,9.7,9.8,9.6,9.1,9.1,8.9,9.0,9.2,9.9,9.7,9.4,10.2,9.5,9.2,11.9,12.3,11.8,12.038
Morocco,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Population,Persons,28.283,28.666,29.051,29.438,29.826,30.215,30.606,30.998,31.391,31.786,32.182,32.579,32.978,33.378,33.77,34.125,34.487,34.852,35.22,35.587,35.952,36.313,36.669,37.022
Morocco,General government revenue,National currency,92.858,96.111,108.033,109.807,121.112,138.649,157.979,184.4,224.087,214.466,210.39,223.253,237.739,250.022,259.347,257.659,263.989,282.376,289.764,295.219,311.147,322.427,359.24,401.881
Morocco,General government revenue,Percent of GDP,20.781,19.912,21.445,20.355,21.165,23.181,24.179,26.314,28.881,26.477,24.777,25.155,25.909,25.729,25.897,23.899,24.125,24.578,24.243,23.811,26.998,25.294,27.007,27.815
Morocco,General government total expenditure,National currency,101.676,114.404,130.041,130.01,140.072,171.276,169.742,185.214,219.231,227.663,243.78,277.171,298.591,295.711,307.213,306.33,312.422,319.519,330.768,339.245,393.516,398.725,428.692,472.693
Morocco,General government total expenditure,Percent of GDP,22.754,23.702,25.814,24.1,24.478,28.636,25.979,26.43,28.255,28.106,28.709,31.231,32.541,30.431,30.677,28.413,28.551,27.811,27.674,27.362,34.145,31.279,32.229,32.716
Morocco,General government net lending/borrowing,National currency,-8.818,-18.293,-22.008,-20.203,-18.96,-32.628,-11.763,-0.814,4.856,-13.197,-33.39,-53.919,-60.852,-45.689,-47.866,-48.671,-48.433,-37.144,-41.004,-44.026,-82.369,-76.298,-69.452,-70.812
Morocco,General government net lending/borrowing,Percent of GDP,-1.973,-3.79,-4.369,-3.745,-3.313,-5.455,-1.8,-0.116,0.626,-1.629,-3.932,-6.075,-6.632,-4.702,-4.78,-4.514,-4.426,-3.233,-3.431,-3.551,-7.147,-5.985,-5.221,-4.901
Morocco,General government structural balance,National currency,-20.935,-24.612,-21.845,-18.015,-17.442,-32.702,-13.714,-6.656,-2.155,-14.509,-33.694,-56.355,-64.488,-52.972,-61.153,-51.774,-53.827,-49.383,-46.021,-47.505,-63.954,-76.692,-68.329,-72.78
Morocco,General government structural balance,Percent of potential GDP,-4.685,-5.099,-4.336,-3.34,-3.048,-5.468,-2.099,-0.95,-0.278,-1.791,-3.968,-6.35,-7.028,-5.451,-6.106,-4.802,-4.919,-4.298,-3.85,-3.832,-5.549,-6.016,-5.137,-5.037
Morocco,General government primary net lending/borrowing,National currency,9.902,0.461,-5.103,-3.163,-1.689,-15.381,6.71,18.34,23.039,4.247,-15.844,-35.678,-40.122,-22.515,-22.233,-21.381,-21.538,-10.066,-14.071,-17.685,-53.584,-49.182,-40.853,-34.832
Morocco,General government primary net lending/borrowing,Percent of GDP,2.216,0.095,-1.013,-0.586,-0.295,-2.572,1.027,2.617,2.969,0.524,-1.866,-4.02,-4.372,-2.317,-2.22,-1.983,-1.968,-0.876,-1.177,-1.426,-4.649,-3.858,-3.071,-2.411
Morocco,General government net debt,National currency,289.015,280.765,287.643,293.373,295.927,313.619,316.248,320.372,320.723,340.199,380.486,427.562,475.283,550.046,581.853,623.607,652.436,688.417,719.812,743.945,825.264,878.766,945.277,1000.87
Morocco,General government net debt,Percent of GDP,64.679,58.168,57.099,54.382,51.714,52.435,48.402,45.717,41.335,41.999,44.809,48.176,51.797,56.604,58.101,57.842,59.624,59.92,60.223,60.003,71.608,68.938,71.065,69.272
Morocco,General government gross debt,National currency,289.821,291.708,299.093,307.112,311.475,327.568,330.882,329.823,325.806,345.246,384.448,430.923,479.734,554.634,586.491,629.56,657.376,692.3,722.693,747.255,832.602,885.3,950.77,1006.83
Morocco,General government gross debt,Percent of GDP,64.86,60.435,59.372,56.929,54.431,54.767,50.642,47.066,41.991,42.622,45.276,48.555,52.282,57.076,58.564,58.394,60.076,60.258,60.464,60.27,72.245,69.45,71.478,69.684
Morocco,"Gross domestic product corresponding to fiscal year, current prices",National currency,446.843,482.68,503.762,539.464,572.235,598.108,653.372,700.768,775.902,810.018,849.13,887.498,917.588,971.744,1001.45,1078.12,1094.25,1148.9,1195.24,1239.84,1152.48,1274.73,1330.16,1444.84
Morocco,Current account balance,U.S. dollars,-1.434,0.797,0.412,0.263,-0.339,0.4,-0.252,-0.05,-4.637,-4.949,-4.078,-7.986,-9.347,-7.868,-6.569,-2.165,-4.185,-3.75,-6.219,-4.411,-1.415,-3.33,-4.622,-4.516
Morocco,Current account balance,Percent of GDP,-3.411,1.865,0.902,0.466,-0.526,0.593,-0.339,-0.059,-4.632,-4.923,-4.042,-7.279,-8.789,-6.806,-5.514,-1.961,-3.75,-3.163,-4.883,-3.421,-1.166,-2.348,-3.531,-3.065
Mozambique,"Gross domestic product, constant prices",National currency,193.947,217.389,237.587,253.929,274.031,292.243,320.574,345.354,370.626,394.043,419.665,450.793,483.513,517.183,555.447,592.792,615.461,638.488,660.475,675.762,667.663,683.412,712.051,761.742
Mozambique,"Gross domestic product, constant prices",Percent change,1.181,12.087,9.291,6.878,7.916,6.646,9.694,7.73,7.318,6.318,6.502,7.417,7.258,6.964,7.399,6.723,3.824,3.741,3.444,2.315,-1.198,2.359,4.191,6.979
Mozambique,"Gross domestic product, current prices",National currency,86.132,111.77,134.42,149.909,172.321,196.989,233.1,270.053,305.123,327.866,377.115,418.037,463.921,510.997,555.447,637.76,752.702,840.526,895.567,962.621,983.407,1053.13,1223.16,1414.43
Mozambique,"Gross domestic product, current prices",U.S. dollars,5.656,5.399,5.677,6.303,7.631,8.542,9.177,10.451,12.556,11.914,11.105,14.382,16.351,16.974,17.716,15.951,11.937,13.219,14.845,15.39,14.157,16.087,19.157,21.936
Mozambique,"Gross domestic product, current prices",Purchasing power parity; international dollars,8.462,9.699,10.765,11.733,13.001,14.3,16.17,17.891,19.569,20.938,22.568,24.745,25.746,27.733,29.941,34.918,37.951,36.776,38.957,40.573,40.61,43.435,48.425,53.71
Mozambique,"Gross domestic product, deflator",Index,44.41,51.415,56.577,59.036,62.884,67.406,72.713,78.196,82.326,83.206,89.861,92.734,95.948,98.804,100.0,107.586,122.299,131.643,135.594,142.45,147.291,154.098,171.78,185.684
Mozambique,"Gross domestic product per capita, constant prices",National currency,10950.08,11930.11,12661.75,13135.78,13763.11,14259.98,15207.42,15934.52,16637.46,17211.09,17834.13,18637.44,19447.35,20233.48,21130.75,21921.16,22115.08,22286.57,22446.91,22312.98,21414.39,21305.31,21597.25,22472.01
Mozambique,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,630.702,687.149,729.29,756.593,792.726,821.345,875.915,917.795,958.283,991.323,1027.21,1073.48,1120.13,1165.41,1217.09,1262.61,1273.78,1283.66,1292.9,1285.18,1233.42,1227.14,1243.96,1294.34
Mozambique,"Gross domestic product per capita, current prices",National currency,4862.94,6133.83,7163.66,7754.81,8654.76,9612.07,11057.82,12460.16,13697.02,14320.6,16025.92,17283.18,18659.34,19991.47,21130.75,23584.05,27046.49,29338.75,30436.74,31784.78,31541.45,32831.15,37099.78,41726.81
Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,319.358,296.268,302.546,326.075,383.27,416.811,435.334,482.198,563.649,520.403,471.904,594.586,657.645,664.078,673.969,589.86,428.927,461.415,504.536,508.164,454.063,501.507,581.038,647.135
Mozambique,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,477.767,532.254,573.7,606.925,652.98,697.771,767.092,825.49,878.434,914.545,959.042,1023.07,1035.52,1084.99,1139.05,1291.27,1363.68,1283.66,1323.98,1339.69,1302.51,1354.09,1468.79,1584.49
Mozambique,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.017,0.018,0.019,0.02,0.02,0.021,0.022,0.022,0.023,0.025,0.025,0.026,0.026,0.026,0.027,0.031,0.033,0.03,0.03,0.03,0.03,0.029,0.03,0.031
Mozambique,Implied PPP conversion rate,National currency per current international dollar,10.178,11.524,12.487,12.777,13.254,13.775,14.415,15.094,15.593,15.659,16.71,16.894,18.019,18.426,18.551,18.264,19.834,22.856,22.989,23.726,24.216,24.246,25.259,26.335
Mozambique,Total investment,Percent of GDP,37.665,30.573,36.402,29.889,25.322,22.515,21.595,20.512,20.992,18.327,21.94,28.828,49.529,53.988,52.855,41.249,46.602,33.186,50.048,60.058,50.811,34.018,51.021,32.097
Mozambique,Gross national savings,Percent of GDP,25.345,18.545,21.091,16.935,19.041,13.611,13.363,12.989,11.855,8.035,6.816,5.683,8.002,13.483,16.519,3.835,14.383,13.627,17.85,40.916,23.26,11.635,18.158,16.078
Mozambique,"Inflation, average consumer prices",Index,23.308,25.42,29.682,33.676,37.931,40.369,45.716,50.473,57.793,59.981,67.435,74.964,76.915,80.193,82.246,85.168,100.001,115.114,119.617,122.943,126.806,134.019,147.113,158.033
Mozambique,"Inflation, average consumer prices",Percent change,12.713,9.061,16.769,13.455,12.634,6.428,13.245,10.404,14.505,3.785,12.428,11.165,2.602,4.261,2.561,3.552,17.417,15.113,3.911,2.781,3.142,5.688,9.77,7.423
Mozambique,"Inflation, end of period consumer prices",Index,23.826,29.052,31.701,36.08,39.352,43.739,47.839,53.84,60.21,61.56,72.3,76.74,78.29,81.06,82.62,91.34,110.66,116.91,121.03,125.27,129.68,138.42,152.66,162.823
Mozambique,"Inflation, end of period consumer prices",Percent change,11.438,21.935,9.119,13.815,9.067,11.148,9.374,12.545,11.831,2.242,17.446,6.141,2.02,3.538,1.925,10.554,21.152,5.648,3.524,3.503,3.52,6.74,10.288,6.657
Mozambique,Volume of imports of goods and services,Percent change,-8.535,9.335,28.411,1.47,-3.813,10.282,9.452,-1.8,5.797,9.501,-4.777,42.928,64.352,8.18,-1.197,0.804,-21.437,-0.223,20.894,-8.573,-5.416,-2.469,34.374,-18.13
Mozambique,Volume of Imports of goods,Percent change,-9.098,-3.773,49.757,4.671,0.743,10.114,9.984,-3.433,9.121,6.127,-7.635,35.502,48.66,18.791,-0.967,2.667,-33.902,5.41,11.664,10.638,-9.482,8.254,49.393,-21.477
Mozambique,Volume of exports of goods and services,Percent change,10.082,47.478,23.492,8.804,14.793,11.866,11.999,-6.721,15.114,1.225,-18.841,25.419,40.835,8.931,-2.708,-0.685,-6.173,34.548,5.195,-3.688,-17.901,16.94,32.609,-2.1
Mozambique,Volume of exports of goods,Percent change,18.579,106.142,17.923,19.585,26.687,9.433,14.86,-8.603,13.294,-4.73,-5.627,24.026,30.545,13.535,-5.049,-2.867,0.403,33.744,4.21,-7.662,-19.137,24.129,33.889,-1.978
Mozambique,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Population,Persons,17.712,18.222,18.764,19.331,19.911,20.494,21.08,21.673,22.277,22.895,23.532,24.188,24.863,25.561,26.286,27.042,27.83,28.649,29.424,30.286,31.178,32.077,32.97,33.897
Mozambique,General government revenue,National currency,14.39,19.107,21.491,25.007,26.168,30.524,41.321,52.326,60.903,72.033,89.967,104.383,116.787,151.431,168.988,165.979,180.061,227.554,230.704,288.261,270.389,288.045,333.738,386.982
Mozambique,General government revenue,Percent of GDP,16.706,17.095,15.988,16.682,15.185,15.495,17.727,19.376,19.96,21.97,23.857,24.97,25.174,29.634,30.424,26.025,23.922,27.073,25.761,29.945,27.495,27.351,27.285,27.36
Mozambique,General government total expenditure,National currency,15.527,24.294,26.231,29.134,31.845,34.734,48.649,58.447,66.862,86.701,103.158,122.808,133.121,164.185,223.964,208.458,218.599,244.306,280.727,271.668,323.314,325.634,395.303,427.019
Mozambique,General government total expenditure,Percent of GDP,18.027,21.736,19.514,19.434,18.48,17.632,20.87,21.643,21.913,26.444,27.354,29.377,28.695,32.13,40.321,32.686,29.042,29.066,31.346,28.222,32.877,30.921,32.318,30.19
Mozambique,General government net lending/borrowing,National currency,-1.138,-5.187,-4.741,-4.126,-5.678,-4.21,-7.328,-6.121,-5.958,-14.668,-13.191,-18.425,-16.334,-12.754,-54.976,-42.479,-38.538,-16.752,-50.023,16.593,-52.925,-37.589,-61.566,-40.038
Mozambique,General government net lending/borrowing,Percent of GDP,-1.321,-4.641,-3.527,-2.753,-3.295,-2.137,-3.144,-2.266,-1.953,-4.474,-3.498,-4.408,-3.521,-2.496,-9.898,-6.661,-5.12,-1.993,-5.586,1.724,-5.382,-3.569,-5.033,-2.831
Mozambique,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,General government primary net lending/borrowing,National currency,-1.028,-4.71,-3.467,-2.808,-4.357,-2.962,-5.948,-4.845,-4.701,-13.306,-10.518,-14.843,-12.209,-8.777,-49.244,-34.857,-20.059,8.131,-10.39,47.761,-22.25,-9.49,-26.132,5.559
Mozambique,General government primary net lending/borrowing,Percent of GDP,-1.194,-4.214,-2.579,-1.873,-2.528,-1.504,-2.552,-1.794,-1.541,-4.058,-2.789,-3.551,-2.632,-1.718,-8.866,-5.466,-2.665,0.967,-1.16,4.962,-2.263,-0.901,-2.136,0.393
Mozambique,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,General government gross debt,National currency,86.531,116.705,89.262,98.885,90.991,122.882,96.692,87.11,102.843,132.727,149.405,145.141,173.672,256.187,357.378,557.568,949.822,875.408,955.998,953.438,1179.72,1104.36,1168.36,1268.22
Mozambique,General government gross debt,Percent of GDP,100.464,104.415,66.406,65.963,52.803,62.38,41.481,32.257,33.705,40.482,39.618,34.72,37.436,50.135,64.341,87.426,126.188,104.15,106.748,99.046,119.963,104.865,95.52,89.663
Mozambique,"Gross domestic product corresponding to fiscal year, current prices",National currency,86.132,111.77,134.42,149.909,172.321,196.989,233.1,270.053,305.123,327.866,377.115,418.037,463.921,510.997,555.447,637.76,752.702,840.526,895.567,962.621,983.407,1053.13,1223.16,1414.43
Mozambique,Current account balance,U.S. dollars,-0.697,-0.649,-0.869,-0.817,-0.479,-0.761,-0.755,-0.786,-1.147,-1.226,-1.679,-3.329,-6.79,-6.875,-6.437,-5.968,-3.846,-2.586,-4.78,-2.946,-3.9,-3.601,-6.295,-3.514
Mozambique,Current account balance,Percent of GDP,-12.32,-12.029,-15.31,-12.954,-6.281,-8.904,-8.232,-7.523,-9.137,-10.292,-15.124,-23.146,-41.527,-40.505,-36.336,-37.414,-32.219,-19.559,-32.198,-19.143,-27.551,-22.383,-32.863,-16.019
Myanmar,"Gross domestic product, constant prices",National currency,17928.22,20163.46,22165.2,25090.13,28933.32,32858.7,37231.16,41885.24,45051.09,47026.77,49494.1,52202.08,55587.78,59978.47,64896.61,69746.13,74215.75,78483.2,83510.03,89147.34,91990.62,75489.53,76977.4,78965.71
Myanmar,"Gross domestic product, constant prices",Percent change,12.418,12.468,9.928,13.196,15.318,13.567,13.307,12.5,7.558,4.385,5.247,5.471,6.486,7.899,8.2,7.473,6.408,5.75,6.405,6.75,3.189,-17.938,1.971,2.583
Myanmar,"Gross domestic product, current prices",National currency,2549.25,3279.22,4930.61,7170.86,9027.11,11483.43,15661.63,21600.33,27306.08,31044.86,34839.41,39998.86,46117.35,53682.47,61636.86,68988.06,74215.75,82700.02,92788.96,105258.5,115105.76,98654.17,117624.98,138255.04
Myanmar,"Gross domestic product, current prices",U.S. dollars,7.261,6.693,6.496,8.336,10.095,11.382,12.752,16.76,23.907,28.971,35.748,50.292,55.131,59.176,63.153,62.655,60.09,61.267,66.699,68.802,81.257,65.16,66.156,74.861
Myanmar,"Gross domestic product, current prices",Purchasing power parity; international dollars,41.71,47.967,53.55,61.813,73.195,85.732,100.138,115.7,126.832,133.242,141.919,152.793,172.404,192.715,209.644,216.278,213.835,225.517,245.73,267.023,279.136,239.354,261.169,277.767
Myanmar,"Gross domestic product, deflator",Index,14.219,16.263,22.245,28.58,31.2,34.948,42.066,51.57,60.611,66.015,70.391,76.623,82.963,89.503,94.977,98.913,100.0,105.373,111.111,118.073,125.128,130.686,152.805,175.082
Myanmar,"Gross domestic product per capita, constant prices",National currency,393293.73,437134.09,475749.67,534095.14,611649.67,690344.37,777486.82,869247.58,928970.23,963302.54,1006820.55,1054135.69,1113782.45,1191857.77,1278544.29,1362247.92,1437383.18,1507851.13,1592202.85,1687370.28,1729192.74,1409702.1,1428521.11,1456791.86
